업종,회사명,연도,계정,금액,경고
반도체/전자부품,삼성전자,2025,매출액,333605938000000.0,
반도체/전자부품,삼성전자,2024,매출액,300870903000000.0,
반도체/전자부품,삼성전자,2023,매출액,258935494000000.0,
반도체/전자부품,삼성전자,2025,매출원가,202235513000000.0,
반도체/전자부품,삼성전자,2024,매출원가,186562268000000.0,
반도체/전자부품,삼성전자,2023,매출원가,180388580000000.0,
반도체/전자부품,삼성전자,2025,재고자산,52636828000000.0,
반도체/전자부품,삼성전자,2024,재고자산,51754865000000.0,
반도체/전자부품,삼성전자,2023,재고자산,51625874000000.0,
반도체/전자부품,삼성전자,2025,현금및현금성자산,57856378000000.0,
반도체/전자부품,삼성전자,2024,현금및현금성자산,53705579000000.0,
반도체/전자부품,삼성전자,2023,현금및현금성자산,69080893000000.0,
반도체/전자부품,삼성전자,2025,유동자산,247684612000000.0,
반도체/전자부품,삼성전자,2024,유동자산,227062266000000.0,
반도체/전자부품,삼성전자,2023,유동자산,195936557000000.0,
반도체/전자부품,삼성전자,2025,유동부채,106411348000000.0,
반도체/전자부품,삼성전자,2024,유동부채,93326299000000.0,
반도체/전자부품,삼성전자,2023,유동부채,75719452000000.0,
반도체/전자부품,삼성전자,2025,단기차입금,17574980000000.0,"표준 계정코드(account_id)로 찾지 못해, 계정명 텍스트로 대신 찾은 값입니다. 회사 고유 계정코드를 쓰는 경우일 수 있으니 정확성을 별도로 확인하세요."
반도체/전자부품,삼성전자,2024,단기차입금,13172504000000.0,"표준 계정코드(account_id)로 찾지 못해, 계정명 텍스트로 대신 찾은 값입니다. 회사 고유 계정코드를 쓰는 경우일 수 있으니 정확성을 별도로 확인하세요."
반도체/전자부품,삼성전자,2023,단기차입금,7114601000000.0,"표준 계정코드(account_id)로 찾지 못해, 계정명 텍스트로 대신 찾은 값입니다. 회사 고유 계정코드를 쓰는 경우일 수 있으니 정확성을 별도로 확인하세요."
반도체/전자부품,삼성전자,2025,유동성장기부채,1177508000000.0,
반도체/전자부품,삼성전자,2024,유동성장기부채,2207290000000.0,
반도체/전자부품,삼성전자,2023,유동성장기부채,1308875000000.0,
반도체/전자부품,삼성전자,2025,장기차입금,6479517000000.0,
반도체/전자부품,삼성전자,2024,장기차입금,3935860000000.0,
반도체/전자부품,삼성전자,2023,장기차입금,3724850000000.0,
반도체/전자부품,삼성전자,2025,부채총계,130621773000000.0,
반도체/전자부품,삼성전자,2024,부채총계,112339878000000.0,
반도체/전자부품,삼성전자,2023,부채총계,92228115000000.0,
반도체/전자부품,삼성전자,2025,자본총계,436320337000000.0,
반도체/전자부품,삼성전자,2024,자본총계,402192070000000.0,
반도체/전자부품,삼성전자,2023,자본총계,363677865000000.0,
반도체/전자부품,삼성전자,2025,자산총계,566942110000000.0,
반도체/전자부품,삼성전자,2024,자산총계,514531948000000.0,
반도체/전자부품,삼성전자,2023,자산총계,455905980000000.0,
반도체/전자부품,삼성전자,2025,영업이익,43601051000000.0,
반도체/전자부품,삼성전자,2024,영업이익,32725961000000.0,
반도체/전자부품,삼성전자,2023,영업이익,6566976000000.0,
반도체/전자부품,삼성전자,2025,당기순이익,45206805000000.0,
반도체/전자부품,삼성전자,2024,당기순이익,34451351000000.0,
반도체/전자부품,삼성전자,2023,당기순이익,15487100000000.0,
반도체/전자부품,삼성전자,2025,금융원가,11733764000000.0,
반도체/전자부품,삼성전자,2024,금융원가,12985684000000.0,
반도체/전자부품,삼성전자,2023,금융원가,12645530000000.0,
반도체/전자부품,삼성전자,2025,유형자산,215304784000000.0,
반도체/전자부품,삼성전자,2024,유형자산,205945209000000.0,
반도체/전자부품,삼성전자,2023,유형자산,187256262000000.0,
반도체/전자부품,삼성전자,2025,무형자산,29480565000000.0,
반도체/전자부품,삼성전자,2024,무형자산,23738566000000.0,
반도체/전자부품,삼성전자,2023,무형자산,22741862000000.0,
반도체/전자부품,삼성전자,2025,관계기업투자,13772121000000.0,
반도체/전자부품,삼성전자,2024,관계기업투자,12592117000000.0,
반도체/전자부품,삼성전자,2023,관계기업투자,11767444000000.0,
반도체/전자부품,삼성전자,2025,이연법인세자산,18840559000000.0,
반도체/전자부품,삼성전자,2024,이연법인세자산,14236468000000.0,
반도체/전자부품,삼성전자,2023,이연법인세자산,10211797000000.0,
반도체/전자부품,삼성전자,2025,유동충당부채,7690559000000.0,
반도체/전자부품,삼성전자,2024,유동충당부채,8216469000000.0,
반도체/전자부품,삼성전자,2023,유동충당부채,6524876000000.0,
반도체/전자부품,삼성전자,2025,비유동충당부채,2900411000000.0,
반도체/전자부품,삼성전자,2024,비유동충당부채,3120044000000.0,
반도체/전자부품,삼성전자,2023,비유동충당부채,2878450000000.0,
반도체/전자부품,삼성전자,2025,자본금,897514000000.0,
반도체/전자부품,삼성전자,2024,자본금,897514000000.0,
반도체/전자부품,삼성전자,2023,자본금,897514000000.0,
반도체/전자부품,삼성전자,2025,이익잉여금,402135600000000.0,
반도체/전자부품,삼성전자,2024,이익잉여금,370513188000000.0,
반도체/전자부품,삼성전자,2023,이익잉여금,346652238000000.0,
반도체/전자부품,삼성전자,2025,매출총이익,131370425000000.0,
반도체/전자부품,삼성전자,2024,매출총이익,114308635000000.0,
반도체/전자부품,삼성전자,2023,매출총이익,78546914000000.0,
반도체/전자부품,삼성전자,2025,판매비와관리비,87769374000000.0,
반도체/전자부품,삼성전자,2024,판매비와관리비,81582674000000.0,
반도체/전자부품,삼성전자,2023,판매비와관리비,71979938000000.0,
반도체/전자부품,삼성전자,2025,금융수익,16240302000000.0,
반도체/전자부품,삼성전자,2024,금융수익,16703304000000.0,
반도체/전자부품,삼성전자,2023,금융수익,16100148000000.0,
반도체/전자부품,삼성전자,2025,법인세비용차감전순이익,49481471000000.0,
반도체/전자부품,삼성전자,2024,법인세비용차감전순이익,37529734000000.0,
반도체/전자부품,삼성전자,2023,법인세비용차감전순이익,11006265000000.0,
반도체/전자부품,삼성전자,2025,법인세비용,4274666000000.0,
반도체/전자부품,삼성전자,2024,법인세비용,3078383000000.0,
반도체/전자부품,삼성전자,2023,법인세비용,-4480835000000.0,
반도체/전자부품,삼성전자,2025,영업활동현금흐름,85315148000000.0,
반도체/전자부품,삼성전자,2024,영업활동현금흐름,72982621000000.0,
반도체/전자부품,삼성전자,2023,영업활동현금흐름,44137427000000.0,
반도체/전자부품,삼성전자,2025,투자활동현금흐름,-68512206000000.0,
반도체/전자부품,삼성전자,2024,투자활동현금흐름,-85381702000000.0,
반도체/전자부품,삼성전자,2023,투자활동현금흐름,-16922817000000.0,
반도체/전자부품,삼성전자,2025,재무활동현금흐름,-13478040000000.0,
반도체/전자부품,삼성전자,2024,재무활동현금흐름,-7797243000000.0,
반도체/전자부품,삼성전자,2023,재무활동현금흐름,-8593059000000.0,
반도체/전자부품,삼성전자,2025,유형자산취득액,47522179000000.0,
반도체/전자부품,삼성전자,2024,유형자산취득액,51406355000000.0,
반도체/전자부품,삼성전자,2023,유형자산취득액,57611292000000.0,
반도체/전자부품,삼성전자,2025,무형자산취득액,4630970000000.0,
반도체/전자부품,삼성전자,2024,무형자산취득액,2335284000000.0,
반도체/전자부품,삼성전자,2023,무형자산취득액,2922875000000.0,
반도체/전자부품,삼성전자,2025,유형자산처분액,149828000000.0,
반도체/전자부품,삼성전자,2024,유형자산처분액,156191000000.0,
반도체/전자부품,삼성전자,2023,유형자산처분액,98341000000.0,
반도체/전자부품,삼성전자,2025,무형자산처분액,13554000000.0,
반도체/전자부품,삼성전자,2024,무형자산처분액,15869000000.0,
반도체/전자부품,삼성전자,2023,무형자산처분액,11744000000.0,
반도체/전자부품,삼성전자,2025,배당금지급액,9897183000000.0,
반도체/전자부품,삼성전자,2024,배당금지급액,10888749000000.0,
반도체/전자부품,삼성전자,2023,배당금지급액,9864474000000.0,
반도체/전자부품,삼성전자,2025,법인세납부액,7137295000000.0,
반도체/전자부품,삼성전자,2024,법인세납부액,6450044000000.0,
반도체/전자부품,삼성전자,2023,법인세납부액,6620950000000.0,
반도체/전자부품,삼성전자,2025,이자지급액,469730000000.0,
반도체/전자부품,삼성전자,2024,이자지급액,675049000000.0,
반도체/전자부품,삼성전자,2023,이자지급액,844691000000.0,
반도체/전자부품,삼성전자,2025,장기차입금유입액,2807001000000.0,
반도체/전자부품,삼성전자,2024,장기차입금유입액,404954000000.0,
반도체/전자부품,삼성전자,2023,장기차입금유입액,354712000000.0,
반도체/전자부품,삼성전자,2025,장기차입금상환액,2852971000000.0,
반도체/전자부품,삼성전자,2024,장기차입금상환액,1364508000000.0,
반도체/전자부품,삼성전자,2023,장기차입금상환액,1219579000000.0,
반도체/전자부품,삼성전자,2025,매출채권,51127642000000.0,
반도체/전자부품,삼성전자,2024,매출채권,43623073000000.0,
반도체/전자부품,삼성전자,2023,매출채권,36647393000000.0,
반도체/전자부품,삼성전자,2025,매입채무,13039380000000.0,
반도체/전자부품,삼성전자,2024,매입채무,12370177000000.0,
반도체/전자부품,삼성전자,2023,매입채무,11319824000000.0,
반도체/전자부품,SK하이닉스,2025,매출액,97146675000000.0,
반도체/전자부품,SK하이닉스,2024,매출액,66192960000000.0,
반도체/전자부품,SK하이닉스,2023,매출액,32765719000000.0,
반도체/전자부품,SK하이닉스,2025,매출원가,38455885000000.0,
반도체/전자부품,SK하이닉스,2024,매출원가,34364814000000.0,
반도체/전자부품,SK하이닉스,2023,매출원가,33299167000000.0,
반도체/전자부품,SK하이닉스,2025,재고자산,14289390000000.0,
반도체/전자부품,SK하이닉스,2024,재고자산,13313937000000.0,
반도체/전자부품,SK하이닉스,2023,재고자산,13480659000000.0,
반도체/전자부품,SK하이닉스,2025,현금및현금성자산,14923766000000.0,
반도체/전자부품,SK하이닉스,2024,현금및현금성자산,11205117000000.0,
반도체/전자부품,SK하이닉스,2023,현금및현금성자산,7587329000000.0,
반도체/전자부품,SK하이닉스,2025,유동자산,69458073000000.0,
반도체/전자부품,SK하이닉스,2024,유동자산,42278887000000.0,
반도체/전자부품,SK하이닉스,2023,유동자산,30468100000000.0,
반도체/전자부품,SK하이닉스,2025,유동부채,37378999000000.0,
반도체/전자부품,SK하이닉스,2024,유동부채,24965444000000.0,
반도체/전자부품,SK하이닉스,2023,유동부채,21007810000000.0,
반도체/전자부품,SK하이닉스,2025,장기차입금,14086148000000.0,
반도체/전자부품,SK하이닉스,2024,장기차입금,17431495000000.0,
반도체/전자부품,SK하이닉스,2023,장기차입금,19611443000000.0,
반도체/전자부품,SK하이닉스,2025,부채총계,55440908000000.0,
반도체/전자부품,SK하이닉스,2024,부채총계,45939505000000.0,
반도체/전자부품,SK하이닉스,2023,부채총계,46826413000000.0,
반도체/전자부품,SK하이닉스,2025,자본총계,120666751000000.0,
반도체/전자부품,SK하이닉스,2024,자본총계,73915704000000.0,
반도체/전자부품,SK하이닉스,2023,자본총계,53503752000000.0,
반도체/전자부품,SK하이닉스,2025,자산총계,176107659000000.0,
반도체/전자부품,SK하이닉스,2024,자산총계,119855209000000.0,
반도체/전자부품,SK하이닉스,2023,자산총계,100330165000000.0,
반도체/전자부품,SK하이닉스,2025,영업이익,47206319000000.0,
반도체/전자부품,SK하이닉스,2024,영업이익,23467319000000.0,
반도체/전자부품,SK하이닉스,2023,영업이익,-7730313000000.0,
반도체/전자부품,SK하이닉스,2025,당기순이익,42947902000000.0,
반도체/전자부품,SK하이닉스,2024,당기순이익,19796902000000.0,
반도체/전자부품,SK하이닉스,2023,당기순이익,-9137547000000.0,
반도체/전자부품,SK하이닉스,2025,금융원가,12504998000000.0,
반도체/전자부품,SK하이닉스,2024,금융원가,5707997000000.0,
반도체/전자부품,SK하이닉스,2023,금융원가,6093167000000.0,
반도체/전자부품,SK하이닉스,2025,유형자산,77502704000000.0,
반도체/전자부품,SK하이닉스,2024,유형자산,60157474000000.0,
반도체/전자부품,SK하이닉스,2023,유형자산,52704853000000.0,
반도체/전자부품,SK하이닉스,2025,사용권자산,2336457000000.0,
반도체/전자부품,SK하이닉스,2024,사용권자산,2486871000000.0,
반도체/전자부품,SK하이닉스,2023,사용권자산,2694844000000.0,
반도체/전자부품,SK하이닉스,2025,무형자산,4049402000000.0,
반도체/전자부품,SK하이닉스,2024,무형자산,4018847000000.0,
반도체/전자부품,SK하이닉스,2023,무형자산,3834567000000.0,
반도체/전자부품,SK하이닉스,2025,투자부동산,188000000.0,
반도체/전자부품,SK하이닉스,2024,투자부동산,200000000.0,
반도체/전자부품,SK하이닉스,2023,투자부동산,211000000.0,
반도체/전자부품,SK하이닉스,2025,관계기업투자,1320927000000.0,
반도체/전자부품,SK하이닉스,2024,관계기업투자,1940663000000.0,
반도체/전자부품,SK하이닉스,2023,관계기업투자,1367348000000.0,
반도체/전자부품,SK하이닉스,2025,이연법인세자산,3660493000000.0,
반도체/전자부품,SK하이닉스,2024,이연법인세자산,2811559000000.0,
반도체/전자부품,SK하이닉스,2023,이연법인세자산,2989472000000.0,
반도체/전자부품,SK하이닉스,2025,유동충당부채,228937000000.0,
반도체/전자부품,SK하이닉스,2024,유동충당부채,270235000000.0,
반도체/전자부품,SK하이닉스,2023,유동충당부채,286517000000.0,
반도체/전자부품,SK하이닉스,2025,비유동충당부채,0.0,
반도체/전자부품,SK하이닉스,2024,비유동충당부채,0.0,
반도체/전자부품,SK하이닉스,2023,비유동충당부채,1603000000.0,
반도체/전자부품,SK하이닉스,2025,자본금,3657652000000.0,
반도체/전자부품,SK하이닉스,2024,자본금,3657652000000.0,
반도체/전자부품,SK하이닉스,2023,자본금,3657652000000.0,
반도체/전자부품,SK하이닉스,2025,이익잉여금,106576548000000.0,
반도체/전자부품,SK하이닉스,2024,이익잉여금,65418061000000.0,
반도체/전자부품,SK하이닉스,2023,이익잉여금,46729313000000.0,
반도체/전자부품,SK하이닉스,2025,매출총이익,58690790000000.0,
반도체/전자부품,SK하이닉스,2024,매출총이익,31828146000000.0,
반도체/전자부품,SK하이닉스,2023,매출총이익,-533448000000.0,
반도체/전자부품,SK하이닉스,2025,판매비와관리비,11484471000000.0,
반도체/전자부품,SK하이닉스,2024,판매비와관리비,8360827000000.0,
반도체/전자부품,SK하이닉스,2023,판매비와관리비,7196865000000.0,
반도체/전자부품,SK하이닉스,2025,금융수익,16373480000000.0,
반도체/전자부품,SK하이닉스,2024,금융수익,4855082000000.0,
반도체/전자부품,SK하이닉스,2023,금융수익,2261801000000.0,
반도체/전자부품,SK하이닉스,2025,법인세비용차감전순이익,50465552000000.0,
반도체/전자부품,SK하이닉스,2024,법인세비용차감전순이익,23885350000000.0,
반도체/전자부품,SK하이닉스,2023,법인세비용차감전순이익,-11657816000000.0,
반도체/전자부품,SK하이닉스,2025,법인세비용,7517650000000.0,
반도체/전자부품,SK하이닉스,2024,법인세비용,4088448000000.0,
반도체/전자부품,SK하이닉스,2023,법인세비용,-2520269000000.0,
반도체/전자부품,SK하이닉스,2025,유동리스부채,547296000000.0,
반도체/전자부품,SK하이닉스,2024,유동리스부채,588355000000.0,
반도체/전자부품,SK하이닉스,2023,유동리스부채,631497000000.0,
반도체/전자부품,SK하이닉스,2025,비유동리스부채,1962647000000.0,
반도체/전자부품,SK하이닉스,2024,비유동리스부채,2180021000000.0,
반도체/전자부품,SK하이닉스,2023,비유동리스부채,2398377000000.0,
반도체/전자부품,SK하이닉스,2025,영업활동현금흐름,53373126000000.0,
반도체/전자부품,SK하이닉스,2024,영업활동현금흐름,29795885000000.0,
반도체/전자부품,SK하이닉스,2023,영업활동현금흐름,4278191000000.0,
반도체/전자부품,SK하이닉스,2025,투자활동현금흐름,-48054251000000.0,
반도체/전자부품,SK하이닉스,2024,투자활동현금흐름,-18004637000000.0,
반도체/전자부품,SK하이닉스,2023,투자활동현금흐름,-7334727000000.0,
반도체/전자부품,SK하이닉스,2025,재무활동현금흐름,-1444992000000.0,
반도체/전자부품,SK하이닉스,2024,재무활동현금흐름,-8703940000000.0,
반도체/전자부품,SK하이닉스,2023,재무활동현금흐름,5696845000000.0,
반도체/전자부품,SK하이닉스,2025,유형자산취득액,27518924000000.0,
반도체/전자부품,SK하이닉스,2024,유형자산취득액,15945534000000.0,
반도체/전자부품,SK하이닉스,2023,유형자산취득액,8325138000000.0,
반도체/전자부품,SK하이닉스,2025,무형자산취득액,1060419000000.0,
반도체/전자부품,SK하이닉스,2024,무형자산취득액,717106000000.0,
반도체/전자부품,SK하이닉스,2023,무형자산취득액,454710000000.0,
반도체/전자부품,SK하이닉스,2025,유형자산처분액,144828000000.0,
반도체/전자부품,SK하이닉스,2024,유형자산처분액,47126000000.0,
반도체/전자부품,SK하이닉스,2023,유형자산처분액,1539825000000.0,
반도체/전자부품,SK하이닉스,2025,무형자산처분액,2142000000.0,
반도체/전자부품,SK하이닉스,2024,무형자산처분액,19703000000.0,
반도체/전자부품,SK하이닉스,2023,무형자산처분액,484000000.0,
반도체/전자부품,SK하이닉스,2025,배당금지급액,1681166000000.0,
반도체/전자부품,SK하이닉스,2024,배당금지급액,826323000000.0,
반도체/전자부품,SK하이닉스,2023,배당금지급액,825575000000.0,
반도체/전자부품,SK하이닉스,2025,법인세납부액,5891155000000.0,
반도체/전자부품,SK하이닉스,2024,법인세납부액,552088000000.0,
반도체/전자부품,SK하이닉스,2023,법인세납부액,1383942000000.0,
반도체/전자부품,SK하이닉스,2025,이자지급액,938849000000.0,
반도체/전자부품,SK하이닉스,2024,이자지급액,1276564000000.0,
반도체/전자부품,SK하이닉스,2023,이자지급액,1261540000000.0,
반도체/전자부품,SK하이닉스,2025,리스부채상환액,596465000000.0,
반도체/전자부품,SK하이닉스,2024,리스부채상환액,601821000000.0,
반도체/전자부품,SK하이닉스,2023,리스부채상환액,461466000000.0,
반도체/전자부품,SK하이닉스,2025,매출채권,18199078000000.0,
반도체/전자부품,SK하이닉스,2024,매출채권,13019006000000.0,
반도체/전자부품,SK하이닉스,2023,매출채권,6600273000000.0,
반도체/전자부품,SK하이닉스,2025,매입채무,2848455000000.0,
반도체/전자부품,SK하이닉스,2024,매입채무,2277347000000.0,
반도체/전자부품,SK하이닉스,2023,매입채무,1845537000000.0,
반도체/전자부품,DB하이텍,2025,매출액,1397233307039.0,
반도체/전자부품,DB하이텍,2024,매출액,1131167709804.0,
반도체/전자부품,DB하이텍,2023,매출액,1154223638940.0,
반도체/전자부품,DB하이텍,2025,매출원가,896861212540.0,
반도체/전자부품,DB하이텍,2024,매출원가,744330982971.0,
반도체/전자부품,DB하이텍,2023,매출원가,712204456498.0,
반도체/전자부품,DB하이텍,2025,재고자산,97482503602.0,
반도체/전자부품,DB하이텍,2024,재고자산,70392571642.0,
반도체/전자부품,DB하이텍,2023,재고자산,81645551677.0,
반도체/전자부품,DB하이텍,2025,현금및현금성자산,323054472680.0,
반도체/전자부품,DB하이텍,2024,현금및현금성자산,297054100758.0,
반도체/전자부품,DB하이텍,2023,현금및현금성자산,253329763803.0,
반도체/전자부품,DB하이텍,2025,유동자산,1435680643640.0,
반도체/전자부품,DB하이텍,2024,유동자산,1194370198832.0,
반도체/전자부품,DB하이텍,2023,유동자산,1027982955095.0,
반도체/전자부품,DB하이텍,2025,유동부채,579178189189.0,
반도체/전자부품,DB하이텍,2024,유동부채,316866668877.0,
반도체/전자부품,DB하이텍,2023,유동부채,220150412233.0,
반도체/전자부품,DB하이텍,2025,단기차입금,231678525383.0,
반도체/전자부품,DB하이텍,2024,단기차입금,90486731143.0,
반도체/전자부품,DB하이텍,2023,단기차입금,13123799237.0,
반도체/전자부품,DB하이텍,2025,유동성장기부채,21636275167.0,
반도체/전자부품,DB하이텍,2024,유동성장기부채,19833320000.0,
반도체/전자부품,DB하이텍,2023,유동성장기부채,21666640000.0,
반도체/전자부품,DB하이텍,2025,장기차입금,102572732928.0,
반도체/전자부품,DB하이텍,2024,장기차입금,27000000000.0,
반도체/전자부품,DB하이텍,2023,장기차입금,46833320000.0,
반도체/전자부품,DB하이텍,2025,부채총계,748586290599.0,
반도체/전자부품,DB하이텍,2024,부채총계,396162364261.0,
반도체/전자부품,DB하이텍,2023,부채총계,303296256385.0,
반도체/전자부품,DB하이텍,2025,자본총계,2243995457046.0,
반도체/전자부품,DB하이텍,2024,자본총계,2000688804317.0,
반도체/전자부품,DB하이텍,2023,자본총계,1740082437747.0,
반도체/전자부품,DB하이텍,2025,자산총계,2992581747645.0,
반도체/전자부품,DB하이텍,2024,자산총계,2396851168578.0,
반도체/전자부품,DB하이텍,2023,자산총계,2043378694132.0,
반도체/전자부품,DB하이텍,2025,영업이익,277294561174.0,
반도체/전자부품,DB하이텍,2024,영업이익,190838683363.0,
반도체/전자부품,DB하이텍,2023,영업이익,265437456373.0,
반도체/전자부품,DB하이텍,2025,당기순이익,252582440798.0,
반도체/전자부품,DB하이텍,2024,당기순이익,229385888355.0,
반도체/전자부품,DB하이텍,2023,당기순이익,264149250979.0,
반도체/전자부품,DB하이텍,2025,금융원가,30554636239.0,
반도체/전자부품,DB하이텍,2024,금융원가,13484106457.0,
반도체/전자부품,DB하이텍,2023,금융원가,10636467274.0,
반도체/전자부품,DB하이텍,2025,유형자산,1228597449804.0,
반도체/전자부품,DB하이텍,2024,유형자산,1135410155987.0,
반도체/전자부품,DB하이텍,2023,유형자산,950915129838.0,
반도체/전자부품,DB하이텍,2025,무형자산,79562869996.0,
반도체/전자부품,DB하이텍,2024,무형자산,24839701375.0,
반도체/전자부품,DB하이텍,2023,무형자산,21605474111.0,
반도체/전자부품,DB하이텍,2025,투자부동산,17124616637.0,
반도체/전자부품,DB하이텍,2024,투자부동산,363248659.0,
반도체/전자부품,DB하이텍,2023,투자부동산,0.0,
반도체/전자부품,DB하이텍,2025,관계기업투자,140547716127.0,
반도체/전자부품,DB하이텍,2024,관계기업투자,3718171658.0,
반도체/전자부품,DB하이텍,2023,관계기업투자,3588649217.0,
반도체/전자부품,DB하이텍,2025,이연법인세자산,14504700595.0,
반도체/전자부품,DB하이텍,2024,이연법인세자산,21648595427.0,
반도체/전자부품,DB하이텍,2023,이연법인세자산,11507261121.0,
반도체/전자부품,DB하이텍,2025,유동충당부채,2604958214.0,
반도체/전자부품,DB하이텍,2024,유동충당부채,2583543400.0,
반도체/전자부품,DB하이텍,2023,유동충당부채,6125968499.0,
반도체/전자부품,DB하이텍,2025,비유동충당부채,1033662974.0,
반도체/전자부품,DB하이텍,2024,비유동충당부채,476452067.0,
반도체/전자부품,DB하이텍,2023,비유동충당부채,442044463.0,
반도체/전자부품,DB하이텍,2025,자본금,222555835000.0,
반도체/전자부품,DB하이텍,2024,자본금,222555835000.0,
반도체/전자부품,DB하이텍,2023,자본금,222555835000.0,
반도체/전자부품,DB하이텍,2025,이익잉여금,1926419642845.0,
반도체/전자부품,DB하이텍,2024,이익잉여금,1763434867503.0,
반도체/전자부품,DB하이텍,2023,이익잉여금,1563260865279.0,
반도체/전자부품,DB하이텍,2025,매출총이익,500372094499.0,
반도체/전자부품,DB하이텍,2024,매출총이익,386836726833.0,
반도체/전자부품,DB하이텍,2023,매출총이익,442019182442.0,
반도체/전자부품,DB하이텍,2025,판매비와관리비,223077533325.0,
반도체/전자부품,DB하이텍,2024,판매비와관리비,195998043470.0,
반도체/전자부품,DB하이텍,2023,판매비와관리비,176581726069.0,
반도체/전자부품,DB하이텍,2025,금융수익,57258547849.0,
반도체/전자부품,DB하이텍,2024,금융수익,48832126963.0,
반도체/전자부품,DB하이텍,2023,금융수익,43359948391.0,
반도체/전자부품,DB하이텍,2025,법인세비용차감전순이익,317916982782.0,
반도체/전자부품,DB하이텍,2024,법인세비용차감전순이익,275842787027.0,
반도체/전자부품,DB하이텍,2023,법인세비용차감전순이익,305900259376.0,
반도체/전자부품,DB하이텍,2025,법인세비용,65334541984.0,
반도체/전자부품,DB하이텍,2024,법인세비용,46456898672.0,
반도체/전자부품,DB하이텍,2023,법인세비용,41751008397.0,
반도체/전자부품,DB하이텍,2025,영업활동현금흐름,356967025481.0,
반도체/전자부품,DB하이텍,2024,영업활동현금흐름,382634373825.0,
반도체/전자부품,DB하이텍,2023,영업활동현금흐름,224258155766.0,
반도체/전자부품,DB하이텍,2025,투자활동현금흐름,-393629106750.0,
반도체/전자부품,DB하이텍,2024,투자활동현금흐름,-330981683566.0,
반도체/전자부품,DB하이텍,2023,투자활동현금흐름,27488934945.0,
반도체/전자부품,DB하이텍,2025,재무활동현금흐름,67741285713.0,
반도체/전자부품,DB하이텍,2024,재무활동현금흐름,-11398668194.0,
반도체/전자부품,DB하이텍,2023,재무활동현금흐름,-146697209774.0,
반도체/전자부품,DB하이텍,2025,유형자산취득액,146129867916.0,
반도체/전자부품,DB하이텍,2024,유형자산취득액,126689883424.0,
반도체/전자부품,DB하이텍,2023,유형자산취득액,329311056539.0,
반도체/전자부품,DB하이텍,2025,무형자산취득액,8163875766.0,
반도체/전자부품,DB하이텍,2024,무형자산취득액,6842584171.0,
반도체/전자부품,DB하이텍,2023,무형자산취득액,6287486130.0,
반도체/전자부품,DB하이텍,2025,유형자산처분액,1690453758.0,
반도체/전자부품,DB하이텍,2024,유형자산처분액,14762707610.0,
반도체/전자부품,DB하이텍,2023,유형자산처분액,10094308367.0,
반도체/전자부품,DB하이텍,2025,무형자산처분액,0.0,
반도체/전자부품,DB하이텍,2024,무형자산처분액,171777272.0,
반도체/전자부품,DB하이텍,2023,무형자산처분액,162818182.0,
반도체/전자부품,DB하이텍,2025,법인세납부액,45294125230.0,
반도체/전자부품,DB하이텍,2024,법인세납부액,30827242959.0,
반도체/전자부품,DB하이텍,2023,법인세납부액,178717371100.0,
반도체/전자부품,DB하이텍,2025,이자지급액,6488490192.0,
반도체/전자부품,DB하이텍,2024,이자지급액,2769205248.0,
반도체/전자부품,DB하이텍,2023,이자지급액,1153045852.0,
반도체/전자부품,DB하이텍,2025,리스부채상환액,6106114424.0,
반도체/전자부품,DB하이텍,2024,리스부채상환액,5544571321.0,
반도체/전자부품,DB하이텍,2023,리스부채상환액,4674847365.0,
반도체/전자부품,DB하이텍,2025,단기차입금유입액,59142508839.0,
반도체/전자부품,DB하이텍,2024,단기차입금유입액,66883890609.0,
반도체/전자부품,DB하이텍,2023,단기차입금유입액,43688433351.0,
반도체/전자부품,DB하이텍,2025,단기차입금상환액,43449369597.0,
반도체/전자부품,DB하이텍,2024,단기차입금상환액,21684369930.0,
반도체/전자부품,DB하이텍,2023,단기차입금상환액,57405543566.0,
반도체/전자부품,DB하이텍,2025,장기차입금상환액,533310000.0,
반도체/전자부품,DB하이텍,2024,장기차입금상환액,0.0,
반도체/전자부품,DB하이텍,2023,장기차입금상환액,0.0,
반도체/전자부품,DB하이텍,2025,매출채권,135007514954.0,
반도체/전자부품,DB하이텍,2024,매출채권,100427284862.0,
반도체/전자부품,DB하이텍,2023,매출채권,109613109613.0,
반도체/전자부품,DB하이텍,2025,매입채무,85435063233.0,
반도체/전자부품,DB하이텍,2024,매입채무,45031082721.0,
반도체/전자부품,DB하이텍,2023,매입채무,50101343507.0,
반도체/전자부품,DB하이텍,2025,계약자산,106807652290.0,
반도체/전자부품,DB하이텍,2024,계약자산,74336195524.0,
반도체/전자부품,DB하이텍,2023,계약자산,77628333737.0,
반도체/전자부품,삼성전기,2025,매출액,11314459238100.0,
반도체/전자부품,삼성전기,2024,매출액,10294102976435.0,
반도체/전자부품,삼성전기,2023,매출액,8892411942806.0,
반도체/전자부품,삼성전기,2025,매출원가,9037090943877.0,
반도체/전자부품,삼성전기,2024,매출원가,8334880175421.0,
반도체/전자부품,삼성전기,2023,매출원가,7173051968878.0,
반도체/전자부품,삼성전기,2025,재고자산,2412996843057.0,
반도체/전자부품,삼성전기,2024,재고자산,2250799628678.0,
반도체/전자부품,삼성전기,2023,재고자산,2119538128949.0,
반도체/전자부품,삼성전기,2025,현금및현금성자산,2701205916236.0,
