업종,회사명,연도,계정,금액,경고
식품,매일유업,2023,판매비와관리비,425344002557.0,
식품,매일유업,2025,금융수익,24899606529.0,
식품,매일유업,2024,금융수익,12682872869.0,
식품,매일유업,2023,금융수익,17917146977.0,
식품,매일유업,2025,법인세비용차감전순이익,76158949491.0,
식품,매일유업,2024,법인세비용차감전순이익,64088265782.0,
식품,매일유업,2023,법인세비용차감전순이익,76054030208.0,
식품,매일유업,2025,법인세비용,19915425634.0,
식품,매일유업,2024,법인세비용,18550542296.0,
식품,매일유업,2023,법인세비용,21003970573.0,
식품,매일유업,2025,유동리스부채,3729743093.0,
식품,매일유업,2024,유동리스부채,5106200007.0,
식품,매일유업,2023,유동리스부채,2712696713.0,
식품,매일유업,2025,비유동리스부채,5526441666.0,
식품,매일유업,2024,비유동리스부채,8527746039.0,
식품,매일유업,2023,비유동리스부채,2969399604.0,
식품,매일유업,2025,영업활동현금흐름,51178494040.0,
식품,매일유업,2024,영업활동현금흐름,74552806928.0,
식품,매일유업,2023,영업활동현금흐름,151155602651.0,
식품,매일유업,2025,투자활동현금흐름,32442775491.0,
식품,매일유업,2024,투자활동현금흐름,1052365105.0,
식품,매일유업,2023,투자활동현금흐름,-9147945882.0,
식품,매일유업,2025,재무활동현금흐름,-22208671573.0,
식품,매일유업,2024,재무활동현금흐름,-16232214996.0,
식품,매일유업,2023,재무활동현금흐름,-81197090953.0,
식품,매일유업,2025,유형자산취득액,17169209739.0,
식품,매일유업,2024,유형자산취득액,24533629872.0,
식품,매일유업,2023,유형자산취득액,30645864265.0,
식품,매일유업,2025,무형자산취득액,8219824419.0,
식품,매일유업,2024,무형자산취득액,11690106508.0,
식품,매일유업,2023,무형자산취득액,4514569636.0,
식품,매일유업,2025,유형자산처분액,34610363.0,
식품,매일유업,2024,유형자산처분액,306122887.0,
식품,매일유업,2023,유형자산처분액,273168564.0,
식품,매일유업,2025,무형자산처분액,776462677.0,
식품,매일유업,2024,무형자산처분액,0.0,
식품,매일유업,2023,무형자산처분액,0.0,
식품,매일유업,2025,배당금지급액,9020865000.0,
식품,매일유업,2024,배당금지급액,8616543600.0,
식품,매일유업,2023,배당금지급액,8632942800.0,
식품,매일유업,2025,법인세납부액,22461223429.0,
식품,매일유업,2024,법인세납부액,21170305898.0,
식품,매일유업,2023,법인세납부액,8286363720.0,
식품,매일유업,2025,이자지급액,4961317357.0,
식품,매일유업,2024,이자지급액,5011050120.0,
식품,매일유업,2023,이자지급액,5443835883.0,
식품,매일유업,2025,리스부채상환액,7336385423.0,
식품,매일유업,2024,리스부채상환액,7615671396.0,
식품,매일유업,2023,리스부채상환액,4757421853.0,
식품,매일유업,2025,단기차입금유입액,0.0,
식품,매일유업,2024,단기차입금유입액,3800000000.0,
식품,매일유업,2023,단기차입금유입액,0.0,
식품,매일유업,2025,장기차입금유입액,0.0,
식품,매일유업,2024,장기차입금유입액,0.0,
식품,매일유업,2023,장기차입금유입액,4430000000.0,
식품,매일유업,2025,단기차입금상환액,0.0,
식품,매일유업,2024,단기차입금상환액,3800000000.0,
식품,매일유업,2023,단기차입금상환액,0.0,
식품,매일유업,2025,장기차입금상환액,4430000000.0,"표준 계정코드(account_id)로 찾지 못해, 계정명 텍스트로 대신 찾은 값입니다. 회사 고유 계정코드를 쓰는 경우일 수 있으니 정확성을 별도로 확인하세요."
식품,매일유업,2024,장기차입금상환액,0.0,"표준 계정코드(account_id)로 찾지 못해, 계정명 텍스트로 대신 찾은 값입니다. 회사 고유 계정코드를 쓰는 경우일 수 있으니 정확성을 별도로 확인하세요."
식품,매일유업,2023,장기차입금상환액,0.0,"표준 계정코드(account_id)로 찾지 못해, 계정명 텍스트로 대신 찾은 값입니다. 회사 고유 계정코드를 쓰는 경우일 수 있으니 정확성을 별도로 확인하세요."
식품,매일유업,2025,매출채권,196242526705.0,"본 계정은 재무상태표상 매출채권및기타채권으로 통합 표시되어 있으므로, 매출채권 회전율 분석 전 주석상 세부 구성 내역을 확인할 필요가 있습니다. 기타채권 비중이 유의적인 경우 매출채권 관련 분석 결과가 왜곡될 수 있습니다."
식품,매일유업,2024,매출채권,191707696891.0,"본 계정은 재무상태표상 매출채권및기타채권으로 통합 표시되어 있으므로, 매출채권 회전율 분석 전 주석상 세부 구성 내역을 확인할 필요가 있습니다. 기타채권 비중이 유의적인 경우 매출채권 관련 분석 결과가 왜곡될 수 있습니다."
식품,매일유업,2023,매출채권,183830009657.0,"본 계정은 재무상태표상 매출채권및기타채권으로 통합 표시되어 있으므로, 매출채권 회전율 분석 전 주석상 세부 구성 내역을 확인할 필요가 있습니다. 기타채권 비중이 유의적인 경우 매출채권 관련 분석 결과가 왜곡될 수 있습니다."
식품,매일유업,2025,매입채무,186674124549.0,"본 계정은 재무상태표상 매입채무및기타채무로 통합 표시되어 있으므로, 매입채무 관련 분석 전 주석상 세부 구성 내역을 확인할 필요가 있습니다. 기타채무 비중이 유의적인 경우 매입채무 관련 분석 결과가 왜곡될 수 있습니다."
식품,매일유업,2024,매입채무,193863616797.0,"본 계정은 재무상태표상 매입채무및기타채무로 통합 표시되어 있으므로, 매입채무 관련 분석 전 주석상 세부 구성 내역을 확인할 필요가 있습니다. 기타채무 비중이 유의적인 경우 매입채무 관련 분석 결과가 왜곡될 수 있습니다."
식품,매일유업,2023,매입채무,190030160257.0,"본 계정은 재무상태표상 매입채무및기타채무로 통합 표시되어 있으므로, 매입채무 관련 분석 전 주석상 세부 구성 내역을 확인할 필요가 있습니다. 기타채무 비중이 유의적인 경우 매입채무 관련 분석 결과가 왜곡될 수 있습니다."
식품,대상,2025,매출액,4401305371276.0,
식품,대상,2024,매출액,4255134757567.0,
식품,대상,2023,매출액,4107493943805.0,
식품,대상,2025,매출원가,3222940343651.0,
식품,대상,2024,매출원가,3113062462535.0,
식품,대상,2023,매출원가,3088480107396.0,
식품,대상,2025,재고자산,696900673889.0,
식품,대상,2024,재고자산,649136614549.0,
식품,대상,2023,재고자산,540445113698.0,
식품,대상,2025,현금및현금성자산,595682138976.0,
식품,대상,2024,현금및현금성자산,672768795469.0,
식품,대상,2023,현금및현금성자산,742445231766.0,
식품,대상,2025,유동자산,1797754077877.0,
식품,대상,2024,유동자산,1806075853037.0,
식품,대상,2023,유동자산,1757699533283.0,
식품,대상,2025,유동부채,1580837823028.0,
식품,대상,2024,유동부채,1173502913647.0,
식품,대상,2023,유동부채,959788676109.0,
식품,대상,2025,단기차입금,369419425431.0,
식품,대상,2024,단기차입금,368292659301.0,
식품,대상,2023,단기차입금,321381416684.0,
식품,대상,2025,유동성장기부채,72415138922.0,
식품,대상,2024,유동성장기부채,67347838810.0,
식품,대상,2023,유동성장기부채,29722321409.0,
식품,대상,2025,장기차입금,185693797609.0,
식품,대상,2024,장기차입금,244698401651.0,
식품,대상,2023,장기차입금,275072789927.0,
식품,대상,2025,부채총계,2382199703977.0,
식품,대상,2024,부채총계,2062236472429.0,
식품,대상,2023,부채총계,1990623422846.0,
식품,대상,2025,자본총계,1096948855862.0,
식품,대상,2024,자본총계,1447598637619.0,
식품,대상,2023,자본총계,1343746604632.0,
식품,대상,2025,자산총계,3479148559839.0,
식품,대상,2024,자산총계,3509835110048.0,
식품,대상,2023,자산총계,3334370027478.0,
식품,대상,2025,영업이익,169282317428.0,
식품,대상,2024,영업이익,176941145485.0,
식품,대상,2023,영업이익,123716647215.0,
식품,대상,2025,당기순이익,-303088987280.0,
식품,대상,2024,당기순이익,96688841815.0,
식품,대상,2023,당기순이익,68563901324.0,
식품,대상,2025,금융원가,76748231597.0,
식품,대상,2024,금융원가,98377705775.0,
식품,대상,2023,금융원가,69994969457.0,
식품,대상,2025,유형자산,1195183841234.0,
식품,대상,2024,유형자산,1201480614797.0,
식품,대상,2023,유형자산,1132764353016.0,
식품,대상,2025,사용권자산,102545409973.0,
식품,대상,2024,사용권자산,111832292280.0,
식품,대상,2023,사용권자산,62273051901.0,
식품,대상,2025,무형자산,163082006610.0,
식품,대상,2024,무형자산,152621747034.0,
식품,대상,2023,무형자산,151526238765.0,
식품,대상,2025,투자부동산,46892256925.0,
식품,대상,2024,투자부동산,29213151807.0,
식품,대상,2023,투자부동산,29426942171.0,
식품,대상,2025,관계기업투자,41801450541.0,
식품,대상,2024,관계기업투자,84950654228.0,
식품,대상,2023,관계기업투자,69642968091.0,
식품,대상,2025,이연법인세자산,17195856497.0,
식품,대상,2024,이연법인세자산,10245788227.0,
식품,대상,2023,이연법인세자산,17671977611.0,
식품,대상,2025,유동충당부채,384572818599.0,
식품,대상,2024,유동충당부채,9639938455.0,
식품,대상,2023,유동충당부채,9218539793.0,
식품,대상,2025,비유동충당부채,1900035556.0,
식품,대상,2024,비유동충당부채,1876366686.0,
식품,대상,2023,비유동충당부채,1840426062.0,
식품,대상,2025,자본금,36018248000.0,
식품,대상,2024,자본금,36018248000.0,
식품,대상,2023,자본금,36018248000.0,
식품,대상,2025,이익잉여금,768736554643.0,
식품,대상,2024,이익잉여금,1102884435898.0,
식품,대상,2023,이익잉여금,1041447899922.0,
식품,대상,2025,매출총이익,1178365027625.0,
식품,대상,2024,매출총이익,1142072295032.0,
식품,대상,2023,매출총이익,1019013836409.0,
식품,대상,2025,판매비와관리비,1009082710197.0,
식품,대상,2024,판매비와관리비,965131149547.0,
식품,대상,2023,판매비와관리비,895297189194.0,
식품,대상,2025,금융수익,45394487562.0,
식품,대상,2024,금융수익,39948648960.0,
식품,대상,2023,금융수익,38461539425.0,
식품,대상,2025,법인세비용차감전순이익,-268397832438.0,
식품,대상,2024,법인세비용차감전순이익,122396178855.0,
식품,대상,2023,법인세비용차감전순이익,90152050326.0,
식품,대상,2025,법인세비용,34691154842.0,
식품,대상,2024,법인세비용,25707337040.0,
식품,대상,2023,법인세비용,21588149002.0,
식품,대상,2025,영업활동현금흐름,188141306085.0,
식품,대상,2024,영업활동현금흐름,187744112171.0,
식품,대상,2023,영업활동현금흐름,374839864101.0,
식품,대상,2025,투자활동현금흐름,-152817353239.0,
식품,대상,2024,투자활동현금흐름,-184568815292.0,
식품,대상,2023,투자활동현금흐름,-210690543512.0,
식품,대상,2025,재무활동현금흐름,-118040808841.0,
식품,대상,2024,재무활동현금흐름,-82193003817.0,
식품,대상,2023,재무활동현금흐름,21377887517.0,
식품,대상,2025,유형자산취득액,137193112667.0,
식품,대상,2024,유형자산취득액,147915390131.0,
식품,대상,2023,유형자산취득액,180359829968.0,
식품,대상,2025,무형자산취득액,3708158302.0,
식품,대상,2024,무형자산취득액,3372518935.0,
식품,대상,2023,무형자산취득액,7720505797.0,
식품,대상,2025,유형자산처분액,1285143271.0,
식품,대상,2024,유형자산처분액,1852801348.0,
식품,대상,2023,유형자산처분액,741483096.0,
식품,대상,2025,배당금지급액,30629213030.0,
식품,대상,2024,배당금지급액,28828300630.0,
식품,대상,2023,배당금지급액,28828300630.0,
식품,대상,2025,법인세납부액,29780019886.0,
식품,대상,2024,법인세납부액,16654422224.0,
식품,대상,2023,법인세납부액,11125309942.0,
식품,대상,2025,이자지급액,56309937353.0,
식품,대상,2024,이자지급액,58050961587.0,
식품,대상,2023,이자지급액,52180240418.0,
식품,대상,2025,단기차입금유입액,536914281532.0,
식품,대상,2024,단기차입금유입액,518848750456.0,
식품,대상,2023,단기차입금유입액,473414732070.0,
식품,대상,2025,장기차입금유입액,5759234587.0,
식품,대상,2024,장기차입금유입액,26678614897.0,
식품,대상,2023,장기차입금유입액,166459357515.0,
식품,대상,2025,단기차입금상환액,517816280019.0,
식품,대상,2024,단기차입금상환액,491711112726.0,
식품,대상,2023,단기차입금상환액,643068981146.0,
식품,대상,2025,장기차입금상환액,19549555200.0,
식품,대상,2024,장기차입금상환액,1135199985.0,
식품,대상,2023,장기차입금상환액,39766925985.0,
식품,대상,2025,매출채권,397740417740.0,"본 계정은 재무상태표상 매출채권및기타채권으로 통합 표시되어 있으므로, 매출채권 회전율 분석 전 주석상 세부 구성 내역을 확인할 필요가 있습니다. 기타채권 비중이 유의적인 경우 매출채권 관련 분석 결과가 왜곡될 수 있습니다."
식품,대상,2024,매출채권,410693191176.0,"본 계정은 재무상태표상 매출채권및기타채권으로 통합 표시되어 있으므로, 매출채권 회전율 분석 전 주석상 세부 구성 내역을 확인할 필요가 있습니다. 기타채권 비중이 유의적인 경우 매출채권 관련 분석 결과가 왜곡될 수 있습니다."
식품,대상,2023,매출채권,403715199126.0,"본 계정은 재무상태표상 매출채권및기타채권으로 통합 표시되어 있으므로, 매출채권 회전율 분석 전 주석상 세부 구성 내역을 확인할 필요가 있습니다. 기타채권 비중이 유의적인 경우 매출채권 관련 분석 결과가 왜곡될 수 있습니다."
식품,대상,2025,매입채무,403680916785.0,"본 계정은 재무상태표상 매입채무및기타채무로 통합 표시되어 있으므로, 매입채무 관련 분석 전 주석상 세부 구성 내역을 확인할 필요가 있습니다. 기타채무 비중이 유의적인 경우 매입채무 관련 분석 결과가 왜곡될 수 있습니다."
식품,대상,2024,매입채무,394059217606.0,"본 계정은 재무상태표상 매입채무및기타채무로 통합 표시되어 있으므로, 매입채무 관련 분석 전 주석상 세부 구성 내역을 확인할 필요가 있습니다. 기타채무 비중이 유의적인 경우 매입채무 관련 분석 결과가 왜곡될 수 있습니다."
식품,대상,2023,매입채무,368023146833.0,"본 계정은 재무상태표상 매입채무및기타채무로 통합 표시되어 있으므로, 매입채무 관련 분석 전 주석상 세부 구성 내역을 확인할 필요가 있습니다. 기타채무 비중이 유의적인 경우 매입채무 관련 분석 결과가 왜곡될 수 있습니다."
식품,하이트진로,2025,매출액,2498566821284.0,
식품,하이트진로,2024,매출액,2599183408023.0,
식품,하이트진로,2023,매출액,2520181551629.0,
식품,하이트진로,2025,매출원가,1389058698246.0,
식품,하이트진로,2024,매출원가,1413946018396.0,
식품,하이트진로,2023,매출원가,1406179511385.0,
식품,하이트진로,2025,재고자산,267236425966.0,
식품,하이트진로,2024,재고자산,282653846609.0,
식품,하이트진로,2023,재고자산,268110090870.0,
식품,하이트진로,2025,현금및현금성자산,243639082453.0,
식품,하이트진로,2024,현금및현금성자산,259177129748.0,
식품,하이트진로,2023,현금및현금성자산,272487716214.0,
식품,하이트진로,2025,유동자산,946011313769.0,
식품,하이트진로,2024,유동자산,1023166046028.0,
식품,하이트진로,2023,유동자산,1067666618640.0,
식품,하이트진로,2025,유동부채,1506962466392.0,
식품,하이트진로,2024,유동부채,1653251708979.0,
식품,하이트진로,2023,유동부채,1637599087593.0,
식품,하이트진로,2025,장기차입금,316404470400.0,
식품,하이트진로,2024,장기차입금,337684664126.0,
식품,하이트진로,2023,장기차입금,339232823741.0,
식품,하이트진로,2025,부채총계,2130368916488.0,
식품,하이트진로,2024,부채총계,2292042901576.0,
식품,하이트진로,2023,부채총계,2242471577188.0,
식품,하이트진로,2025,자본총계,1142138785882.0,
식품,하이트진로,2024,자본총계,1149495697352.0,
식품,하이트진로,2023,자본총계,1115875628342.0,
식품,하이트진로,2025,자산총계,3272507702370.0,
식품,하이트진로,2024,자산총계,3441538598928.0,
식품,하이트진로,2023,자산총계,3358347205530.0,
식품,하이트진로,2025,영업이익,172338670998.0,
식품,하이트진로,2024,영업이익,208141871425.0,
식품,하이트진로,2023,영업이익,123919983380.0,
식품,하이트진로,2025,당기순이익,41117248572.0,
식품,하이트진로,2024,당기순이익,95735005249.0,
식품,하이트진로,2023,당기순이익,35511119931.0,
식품,하이트진로,2025,금융원가,48221654770.0,
식품,하이트진로,2024,금융원가,61227816460.0,
식품,하이트진로,2023,금융원가,51506716239.0,
식품,하이트진로,2025,유형자산,2065282566424.0,
식품,하이트진로,2024,유형자산,2078804113041.0,
식품,하이트진로,2023,유형자산,1934102349481.0,
식품,하이트진로,2025,사용권자산,66641997116.0,
식품,하이트진로,2024,사용권자산,74767153279.0,
식품,하이트진로,2023,사용권자산,73500348414.0,
식품,하이트진로,2025,무형자산,33603266387.0,
식품,하이트진로,2024,무형자산,107276739541.0,
식품,하이트진로,2023,무형자산,135954003315.0,
식품,하이트진로,2025,투자부동산,49915839646.0,
식품,하이트진로,2024,투자부동산,56983295810.0,
식품,하이트진로,2023,투자부동산,59733868384.0,
식품,하이트진로,2025,관계기업투자,21665449911.0,"표준 계정코드(account_id)로 찾지 못해, 계정명 텍스트로 대신 찾은 값입니다. 회사 고유 계정코드를 쓰는 경우일 수 있으니 정확성을 별도로 확인하세요."
식품,하이트진로,2024,관계기업투자,15000000000.0,"표준 계정코드(account_id)로 찾지 못해, 계정명 텍스트로 대신 찾은 값입니다. 회사 고유 계정코드를 쓰는 경우일 수 있으니 정확성을 별도로 확인하세요."
식품,하이트진로,2023,관계기업투자,0.0,"표준 계정코드(account_id)로 찾지 못해, 계정명 텍스트로 대신 찾은 값입니다. 회사 고유 계정코드를 쓰는 경우일 수 있으니 정확성을 별도로 확인하세요."
식품,하이트진로,2025,이연법인세자산,25768599554.0,
식품,하이트진로,2024,이연법인세자산,18688538014.0,
식품,하이트진로,2023,이연법인세자산,15063408570.0,
식품,하이트진로,2025,유동충당부채,935676671.0,
식품,하이트진로,2024,유동충당부채,1007600201.0,
식품,하이트진로,2023,유동충당부채,766476713.0,
식품,하이트진로,2025,자본금,368842230000.0,
식품,하이트진로,2024,자본금,368842230000.0,
식품,하이트진로,2023,자본금,368842230000.0,
식품,하이트진로,2025,이익잉여금,221835038962.0,
식품,하이트진로,2024,이익잉여금,231038631547.0,
식품,하이트진로,2023,이익잉여금,213994901281.0,
식품,하이트진로,2025,자기주식,76799811874.0,
식품,하이트진로,2024,자기주식,76799811874.0,
식품,하이트진로,2023,자기주식,76799811874.0,
식품,하이트진로,2025,매출총이익,1109508123038.0,
식품,하이트진로,2024,매출총이익,1185237389627.0,
식품,하이트진로,2023,매출총이익,1114002040244.0,
식품,하이트진로,2025,판매비와관리비,937169452040.0,
식품,하이트진로,2024,판매비와관리비,977095518202.0,
식품,하이트진로,2023,판매비와관리비,990082056864.0,
식품,하이트진로,2025,금융수익,8676886350.0,
식품,하이트진로,2024,금융수익,19205320862.0,
식품,하이트진로,2023,금융수익,14814779618.0,
식품,하이트진로,2025,법인세비용차감전순이익,66762528278.0,
식품,하이트진로,2024,법인세비용차감전순이익,126932523529.0,
식품,하이트진로,2023,법인세비용차감전순이익,68456908151.0,
식품,하이트진로,2025,법인세비용,25645279706.0,
식품,하이트진로,2024,법인세비용,31197518280.0,
식품,하이트진로,2023,법인세비용,32945788220.0,
식품,하이트진로,2025,유동리스부채,18422561967.0,
식품,하이트진로,2024,유동리스부채,20641632359.0,
식품,하이트진로,2023,유동리스부채,20124846494.0,
식품,하이트진로,2025,비유동리스부채,76332136906.0,
식품,하이트진로,2024,비유동리스부채,84426714064.0,
식품,하이트진로,2023,비유동리스부채,96986658871.0,
식품,하이트진로,2025,영업활동현금흐름,232588233956.0,
식품,하이트진로,2024,영업활동현금흐름,294626072541.0,
식품,하이트진로,2023,영업활동현금흐름,164419298234.0,
식품,하이트진로,2025,투자활동현금흐름,-149311062519.0,
식품,하이트진로,2024,투자활동현금흐름,-254396731607.0,
식품,하이트진로,2023,투자활동현금흐름,-157680759197.0,
식품,하이트진로,2025,재무활동현금흐름,-97061168772.0,
식품,하이트진로,2024,재무활동현금흐름,-61405224936.0,
식품,하이트진로,2023,재무활동현금흐름,-14231872538.0,
식품,하이트진로,2025,유형자산취득액,145265426384.0,
식품,하이트진로,2024,유형자산취득액,297828154541.0,
식품,하이트진로,2023,유형자산취득액,157120772101.0,
식품,하이트진로,2025,무형자산취득액,422427256.0,
식품,하이트진로,2024,무형자산취득액,489602348.0,
식품,하이트진로,2023,무형자산취득액,1484785924.0,
식품,하이트진로,2025,유형자산처분액,27116521666.0,
식품,하이트진로,2024,유형자산처분액,11154993040.0,
식품,하이트진로,2023,유형자산처분액,6961055125.0,
식품,하이트진로,2025,무형자산처분액,28390000.0,
식품,하이트진로,2024,무형자산처분액,-14294000.0,
식품,하이트진로,2023,무형자산처분액,616115000.0,
식품,하이트진로,2025,배당금지급액,48730848250.0,
식품,하이트진로,2024,배당금지급액,66114486750.0,
식품,하이트진로,2023,배당금지급액,66114486750.0,
식품,하이트진로,2025,법인세납부액,58853114555.0,
식품,하이트진로,2024,법인세납부액,11606982545.0,
식품,하이트진로,2023,법인세납부액,41091849654.0,
식품,하이트진로,2025,이자지급액,42960771323.0,
식품,하이트진로,2024,이자지급액,49421006992.0,
식품,하이트진로,2023,이자지급액,44773502537.0,
식품,하이트진로,2025,리스부채상환액,22475497516.0,
식품,하이트진로,2024,리스부채상환액,21410599224.0,
식품,하이트진로,2023,리스부채상환액,20098147450.0,
식품,하이트진로,2025,장기차입금유입액,184186796800.0,
식품,하이트진로,2024,장기차입금유입액,169506140000.0,
식품,하이트진로,2023,장기차입금유입액,110579480000.0,
식품,하이트진로,2025,단기차입금상환액,211864334476.0,
식품,하이트진로,2024,단기차입금상환액,139353043962.0,
식품,하이트진로,2023,단기차입금상환액,58285055847.0,
식품,하이트진로,2025,매출채권,278159967381.0,"본 계정은 재무상태표상 매출채권및기타채권으로 통합 표시되어 있으므로, 매출채권 회전율 분석 전 주석상 세부 구성 내역을 확인할 필요가 있습니다. 기타채권 비중이 유의적인 경우 매출채권 관련 분석 결과가 왜곡될 수 있습니다."
식품,하이트진로,2024,매출채권,313127633885.0,"본 계정은 재무상태표상 매출채권및기타채권으로 통합 표시되어 있으므로, 매출채권 회전율 분석 전 주석상 세부 구성 내역을 확인할 필요가 있습니다. 기타채권 비중이 유의적인 경우 매출채권 관련 분석 결과가 왜곡될 수 있습니다."
식품,하이트진로,2023,매출채권,382624859197.0,"본 계정은 재무상태표상 매출채권및기타채권으로 통합 표시되어 있으므로, 매출채권 회전율 분석 전 주석상 세부 구성 내역을 확인할 필요가 있습니다. 기타채권 비중이 유의적인 경우 매출채권 관련 분석 결과가 왜곡될 수 있습니다."
식품,하이트진로,2025,매입채무,288096066304.0,"본 계정은 재무상태표상 매입채무및기타채무로 통합 표시되어 있으므로, 매입채무 관련 분석 전 주석상 세부 구성 내역을 확인할 필요가 있습니다. 기타채무 비중이 유의적인 경우 매입채무 관련 분석 결과가 왜곡될 수 있습니다."
식품,하이트진로,2024,매입채무,353675370018.0,"본 계정은 재무상태표상 매입채무및기타채무로 통합 표시되어 있으므로, 매입채무 관련 분석 전 주석상 세부 구성 내역을 확인할 필요가 있습니다. 기타채무 비중이 유의적인 경우 매입채무 관련 분석 결과가 왜곡될 수 있습니다."
식품,하이트진로,2023,매입채무,329933927048.0,"본 계정은 재무상태표상 매입채무및기타채무로 통합 표시되어 있으므로, 매입채무 관련 분석 전 주석상 세부 구성 내역을 확인할 필요가 있습니다. 기타채무 비중이 유의적인 경우 매입채무 관련 분석 결과가 왜곡될 수 있습니다."
식품,동원F&B,2025,매출액,4877729905705.0,
식품,동원F&B,2024,매출액,4483613162821.0,
식품,동원F&B,2023,매출액,4360844416713.0,
식품,동원F&B,2025,매출원가,3849355827545.0,
식품,동원F&B,2024,매출원가,3513583146359.0,
식품,동원F&B,2023,매출원가,3417979553520.0,
식품,동원F&B,2025,재고자산,619979260897.0,
식품,동원F&B,2024,재고자산,549501862713.0,
식품,동원F&B,2023,재고자산,485568426544.0,
식품,동원F&B,2025,현금및현금성자산,75519498238.0,
식품,동원F&B,2024,현금및현금성자산,51248701636.0,
식품,동원F&B,2023,현금및현금성자산,137668502837.0,
식품,동원F&B,2025,유동자산,1161492115974.0,
식품,동원F&B,2024,유동자산,1029931150369.0,
식품,동원F&B,2023,유동자산,1148447671268.0,
식품,동원F&B,2025,유동부채,930682896411.0,
식품,동원F&B,2024,유동부채,881492712643.0,
식품,동원F&B,2023,유동부채,960413633847.0,
식품,동원F&B,2025,단기차입금,293752890000.0,"표준 계정코드(account_id)로 찾지 못해, 계정명 텍스트로 대신 찾은 값입니다. 회사 고유 계정코드를 쓰는 경우일 수 있으니 정확성을 별도로 확인하세요."
식품,동원F&B,2024,단기차입금,273808000000.0,"표준 계정코드(account_id)로 찾지 못해, 계정명 텍스트로 대신 찾은 값입니다. 회사 고유 계정코드를 쓰는 경우일 수 있으니 정확성을 별도로 확인하세요."
식품,동원F&B,2023,단기차입금,235961480000.0,"표준 계정코드(account_id)로 찾지 못해, 계정명 텍스트로 대신 찾은 값입니다. 회사 고유 계정코드를 쓰는 경우일 수 있으니 정확성을 별도로 확인하세요."
식품,동원F&B,2025,장기차입금,52210000000.0,
식품,동원F&B,2024,장기차입금,31500000000.0,
식품,동원F&B,2023,장기차입금,39333333332.0,
식품,동원F&B,2025,부채총계,1192014615060.0,
식품,동원F&B,2024,부채총계,1062749166863.0,
식품,동원F&B,2023,부채총계,1232947132384.0,
식품,동원F&B,2025,자본총계,1218985654457.0,
식품,동원F&B,2024,자본총계,1082921103138.0,
식품,동원F&B,2023,자본총계,973199406245.0,
식품,동원F&B,2025,자산총계,2411000269517.0,
식품,동원F&B,2024,자산총계,2145670270001.0,
식품,동원F&B,2023,자산총계,2206146538629.0,
식품,동원F&B,2025,영업이익,193822552323.0,
식품,동원F&B,2024,영업이익,183451642305.0,
식품,동원F&B,2023,영업이익,166714272077.0,
식품,동원F&B,2025,당기순이익,141690843484.0,
식품,동원F&B,2024,당기순이익,127833617659.0,
식품,동원F&B,2023,당기순이익,108837987880.0,
식품,동원F&B,2025,금융원가,23258287670.0,
식품,동원F&B,2024,금융원가,26689099777.0,
식품,동원F&B,2023,금융원가,27283729912.0,
식품,동원F&B,2025,유형자산,847459305522.0,
식품,동원F&B,2024,유형자산,766761368971.0,
식품,동원F&B,2023,유형자산,728080462645.0,
식품,동원F&B,2025,사용권자산,36939503022.0,
식품,동원F&B,2024,사용권자산,45026409419.0,
식품,동원F&B,2023,사용권자산,30755821016.0,
식품,동원F&B,2025,무형자산,37629341050.0,
식품,동원F&B,2024,무형자산,41393073376.0,
식품,동원F&B,2023,무형자산,25290375693.0,
식품,동원F&B,2025,영업권,48832982303.0,
식품,동원F&B,2024,영업권,48832982303.0,
식품,동원F&B,2023,영업권,52345153167.0,
식품,동원F&B,2025,투자부동산,197672693770.0,
식품,동원F&B,2024,투자부동산,158845000080.0,
식품,동원F&B,2023,투자부동산,161193774206.0,
식품,동원F&B,2025,관계기업투자,6617614476.0,
식품,동원F&B,2024,관계기업투자,6637073676.0,
식품,동원F&B,2023,관계기업투자,3029962544.0,
식품,동원F&B,2025,이연법인세자산,1841826363.0,
식품,동원F&B,2024,이연법인세자산,1692656522.0,
식품,동원F&B,2023,이연법인세자산,908630742.0,
식품,동원F&B,2025,자본금,19295620000.0,
식품,동원F&B,2024,자본금,19295620000.0,
식품,동원F&B,2023,자본금,19295620000.0,
식품,동원F&B,2025,이익잉여금,399870197228.0,
식품,동원F&B,2024,이익잉여금,345015849744.0,
식품,동원F&B,2023,이익잉여금,281906440085.0,
식품,동원F&B,2025,매출총이익,1028374078160.0,
식품,동원F&B,2024,매출총이익,970030016462.0,
식품,동원F&B,2023,매출총이익,942864863193.0,
식품,동원F&B,2025,판매비와관리비,834551525837.0,
식품,동원F&B,2024,판매비와관리비,786578374157.0,
식품,동원F&B,2023,판매비와관리비,776150591116.0,
식품,동원F&B,2025,금융수익,4480107772.0,
식품,동원F&B,2024,금융수익,4147586875.0,
식품,동원F&B,2023,금융수익,6333506582.0,
식품,동원F&B,2025,법인세비용차감전순이익,173571900335.0,
식품,동원F&B,2024,법인세비용차감전순이익,168088462357.0,
식품,동원F&B,2023,법인세비용차감전순이익,146787823765.0,
식품,동원F&B,2025,법인세비용,31881056851.0,
식품,동원F&B,2024,법인세비용,40254844698.0,
식품,동원F&B,2023,법인세비용,37949835885.0,
식품,동원F&B,2025,영업활동현금흐름,146634154113.0,
식품,동원F&B,2024,영업활동현금흐름,72044449977.0,
식품,동원F&B,2023,영업활동현금흐름,263868000121.0,
